Number,Player,Pos,Club,Birth Place,Birth Date,Age,MP,Min,Gls,Height,Weight,Team,Team_Status
1,Matej Kovar,GK,1.nl PSV,"UherskĂŠ HradiĹĄtÄ, Czech Republic",5/17/2000,26-025,3,270,0,184,87,Czechia,eliminated
17,LukĂĄĹĄ Provod,FW,1.cz Slavia Prague,"Pilsen, Czech Republic",10/23/1996,29-231,3,122,0,189,84,Czechia,eliminated
10,Patrik Schick,FW,1.de Leverkusen,"Prague, Czech Republic",1/24/1996,30-138,3,180,0,186,87,Czechia,eliminated
24,Alexandr Sojka,"MF,DF",1.cz Viktoria PlzeĹ,"Pilsen, Czech Republic",4/2/2003,23-070,3,141,0,188,77,Czechia,eliminated
22,TomĂĄĹĄ SouÄek,MF,1.eng West Ham,"HavlĂ­ÄkĹŻv Brod, Czech Republic",2/27/1995,31-104,3,137,0,190,86,Czechia,eliminated
15,Pavel Ĺ ulc,FW,1.fr Lyon,"Karlovy Vary, Czech Republic",12/29/2000,25-164,3,189,0,177,76,Czechia,eliminated
26,Denis ViĹĄinskĂ˝,FW,1.cz Viktoria PlzeĹ,"HoĹĂ­n, Czech Republic",3/21/2003,23-082,1,55,0,178,73,Czechia,eliminated
20,Jaroslav ZelenĂ˝,MF,1.cz Sparta Prague,"Hradec KrĂĄlovĂŠ, Czech Republic",8/20/1992,33-295,2,126,0,189,81,Czechia,eliminated
2,David Zima,DF,1.cz Slavia Prague,"Olomouc, Czech Republic",11/8/2000,25-215,1,13,0,190,79,Czechia,eliminated
10,Hassan Al-Haydos,MF,1.qa Al Sadd,"Doha, Qatar",12/11/1990,35,2,57,1,174,60,Qatar,eliminated
16,Boualem Khoukhi,DF,1.qa Al Sadd,"Bou IsmaÃ¯l, Algeria",7/9/1990,35,3,270,1,183,74,Qatar,eliminated
15,Yusuf Abdurisag,FW,1.qa Al-Wakrah,"Mogadishu, Somalia",8/6/1999,26-309,2,98,0,175,73,Qatar,eliminated
1,Mahmoud Abunada,GK,1.qa Al Rayyan SC,"Doha, Qatar",2/5/2000,26-126,3,270,0,186,81,Qatar,eliminated
11,Akram Afif,"FW,MF",1.qa Al Sadd,"Doha, Qatar",11/18/1996,29-205,3,238,0,177,68,Qatar,eliminated
14,Homam Ahmed,DF,2.es Cultural Leonesa,"Doha, Qatar",8/25/1999,26-290,2,122,0,186,77,Qatar,eliminated
7,Ahmed Alaaeldin,FW,1.qa Al Rayyan SC,"Ismailia, Egypt",1/31/1993,33-131,2,43,0,180,74,Qatar,eliminated
19,Almoez Ali,FW,1.qa Al Duhail SC,"Khartoum, Sudan",8/19/1996,29-296,1,19,0,180,68,Qatar,eliminated
12,Karim Boudiaf,MF,1.qa Al Duhail SC,"Rouen, France",9/16/1990,35-268,2,102,0,187,83,Qatar,eliminated
18,Sultan Al-Brake,DF,1.qa Al Duhail SC,"Doha, Qatar",4/7/1996,30-065,2,141,0,175,64,Qatar,eliminated
20,Ahmed Fathy,MF,1.qa Al-Arabi,"Aswan, Egypt",1/25/1993,33-137,3,150,0,71,73,Qatar,eliminated
5,Jassem Gaber,MF,1.qa Al Rayyan SC,"Doha, Qatar",2/20/2002,24-111,3,149,0,178,68,Qatar,eliminated
17,Ahmed Al-Ganehi,FW,1.qa Al-Gharafa Sports Club,"Doha, Qatar",9/22/2000,25-262,1,36,0,171,67,Qatar,eliminated
6,Abdulaziz Hatem,MF,1.qa Al Rayyan SC,"Doha, Qatar",1/1/1990,36-161,1,45,0,179,73,Qatar,eliminated
25,Al-Hashmi Al-Hussain,MF,1.qa Al-Arabi,"QaÅ£ar, Qatar",8/15/2003,22-300,1,32,0,184,72,Qatar,eliminated
8,Edmilson Junior,"MF,FW",1.qa Al Duhail SC,"LiÃ¨ge, Belgium",8/19/1994,31-296,3,210,0,183,71,Qatar,eliminated
4,Issa Laye,"MF,DF",1.qa Al-Arabi,Senegal,12/22/1997,28-171,3,270,0,179,78,Qatar,eliminated
23,Assim Madibo,MF,1.qa Al-Wakrah,"Doha, Qatar",10/22/1996,29-232,2,131,0,163,71,Qatar,eliminated
26,Mohamed Manai,DF,1.qa Al-Shamal Sports Club,"Doha, Qatar",10/25/2002,23-229,3,69,0,179,73,Qatar,eliminated
3,Lucas Mendes,DF,1.qa Al-Wakrah,"Curitiba, Brazil",7/3/1990,35-343,1,4,0,183,81,Qatar,eliminated
13,Ayoub Al-Oui,DF,1.qa Al-Gharafa Sports Club,"QaÅ£ar, Qatar",3/11/2005,21-092,2,149,0,187,72,Qatar,eliminated
2,RÃ³-RÃ³,DF,1.qa Al Sadd,"AlgueirÃ£o-Mem Martins, Portugal",8/6/1990,35-309,3,270,0,188,73,Qatar,eliminated
18,Wilson Isidor,FW,1.eng Sunderland,"Rennes, France",8/27/2000,25,3,186,1,179,73,Haiti,eliminated
4,Ricardo AdÃ©,DF,1.ec LDU Quito,"Saint-Marc, Haiti",5/21/1990,36-021,3,270,0,190,78,Haiti,eliminated
2,Carlens Arcus,"MF,DF",1.fr Angers,"Port-au-Prince, Haiti",6/28/1996,29-348,3,146,0,180,73,Haiti,eliminated
10,Jean-Ricner Bellegarde,MF,1.eng Wolves,"Colombes, France",6/27/1998,27-349,3,260,0,170,69,Haiti,eliminated
21,JosuÃ© Casimir,MF,1.fr Auxerre,"Baie-Mahault, Guadeloupe",9/24/2001,24-260,3,182,0,178,68,Haiti,eliminated
11,Louicius Deedson,MF,1.us FC Dallas,"Tabarre, Haiti",2/11/2001,25-120,3,112,0,178,69,Haiti,eliminated
5,Hannes Delcroix,DF,1.ch Lugano,"Ti RivyÃ¨ Latibonit, Haiti",2/28/1999,27-103,3,270,0,183,78,Haiti,eliminated
22,Jean-Kevin Duverne,DF,1.be Gent,"Paris, France",7/12/1997,28-334,2,169,0,184,71,Haiti,eliminated
7,Derrick Etienne,"FW,MF",1.us Toronto FC,"Richmond, VA, United States",11/25/1996,29-198,1,10,0,178,77,Haiti,eliminated
8,Martin ExpÃ©rience,"DF,MF",2.fr Nancy,"ChÃ¢teaubriant, France",3/9/1999,27-094,3,270,0,178,72,Haiti,eliminated
19,Yassin FortunÃ©,"FW,MF",2.pt Vizela,"Aubervilliers, France",1/30/1999,27-132,1,6,0,186,78,Haiti,eliminated
17,Danley Jean-Jacques,MF,1.us Philadelphia,"Tigwav, Haiti",5/20/2000,26-022,3,259,0,182,72,Haiti,eliminated
16,Lenny Joseph,FW,1.hu FerencvÃ¡ros,"Paris, France",10/12/2000,25-242,3,117,0,183,73,Haiti,eliminated
9,Duckens Nazon,"FW,MF",1.ir Esteghlal,"Paris, France",4/7/1994,32-065,1,24,0,181,78,Haiti,eliminated
20,Frantzdy Pierrot,FW,1.tr Rizespor,"Port-au-Prince, Haiti",3/29/1995,31-074,3,143,0,193,84,Haiti,eliminated
1,Johny Placide,GK,2.fr Bastia,"Montfermeil, France",1/29/1988,38-133,3,270,0,181,83,Haiti,eliminated
15,Ruben Providence,MF,2.nl Almere City,"Lagny-sur-Marne, France",7/7/2001,24-339,3,220,0,172,66,Haiti,eliminated
25,Dominique Simon,MF,1.sk 1. FC Tatran PreÅ¡ov B,"Paris, France",7/29/2000,25-317,2,56,0,179,68,Haiti,eliminated
21,Barış Alper Yılmaz,"MF,FW",1.tr Galatasaray,"Rize, Turkey",5/23/2000,26,3,179,1,186,86,Türkiye,eliminated
22,Kaan Ayhan,"DF,MF",1.tr Galatasaray,"Gelsenkirchen, Germany",11/10/1994,31,1,3,1,184,83,Türkiye,eliminated
8,Arda Güler,MF,1.es Real Madrid,"Altındağ, Turkey",2/25/2005,21,3,270,1,176,69,Türkiye,eliminated
19,Yunus Akgün,MF,1.tr Galatasaray,"Küçükçekmece, Turkey",7/7/2000,25-339,2,88,0,173,68,Türkiye,eliminated
7,Kerem Aktürkoğlu,FW,1.tr Fenerbahçe,"Kocaeli, Turkey",10/21/1998,27-233,2,129,0,173,68,Türkiye,eliminated
24,Oğuz Aydın,DF,1.tr Fenerbahçe,"Gemeente Den Haag, Netherlands",10/27/2000,25-227,1,89,0,178,77,Türkiye,eliminated
14,Abdülkerim Bardakcı,DF,1.tr Galatasaray,"Meram, Turkey",9/7/1994,31-277,3,265,0,190,84,Türkiye,eliminated
23,Uğurcan Çakır,GK,1.tr Galatasaray,"Antalya, Turkey",4/5/1996,30-067,3,270,0,188,83,Türkiye,eliminated
10,Hakan Çalhanoğlu,MF,1.it Inter,"Mannheim, Germany",2/8/1994,32-123,2,180,0,176,76,Türkiye,eliminated
17,İrfan Can Kahveci,MF,1.tr Kasımpaşa,"Çorum, Turkey",7/15/1995,30-331,1,1,0,175,71,Türkiye,eliminated
2,Zeki Çelik,DF,1.it Roma,"Yıldırım, Turkey",2/17/1997,29-114,2,163,0,180,74,Türkiye,eliminated
3,Merih Demiral,DF,1.sa Al-Ahli,"Karamürsel İlçesi, Turkey",3/5/1998,28-098,2,180,0,190,86,Türkiye,eliminated
13,Eren Elmalı,DF,1.tr Galatasaray,"Kartal, Turkey",7/7/2000,25-339,2,111,0,180,77,Türkiye,eliminated
9,Deniz Gül,FW,1.pt Porto,"Stockholm, Sweden",7/2/2004,21-344,2,37,0,192,82,Türkiye,eliminated
15,Ozan Kabak,DF,1.de Hoffenheim,"Çankaya, Turkey",3/25/2000,26-078,1,90,0,186,86,Türkiye,eliminated
20,Ferdi Kadioglu,DF,1.eng Brighton,"Gemeente Arnhem, Netherlands",10/7/1999,26-247,2,159,0,173,68,Türkiye,eliminated
6,Orkun Kökçü,MF,1.tr Beşiktaş,"Haarlem, Netherlands",12/29/2000,25-164,3,153,0,175,82,Türkiye,eliminated
18,Mert Müldür,DF,1.tr Fenerbahçe,"Wien, Austria",4/3/1999,27-069,3,101,0,184,73,Türkiye,eliminated
5,Salih Özcan,MF,1.de Dortmund,"Köln, Germany",1/11/1998,28-151,2,100,0,180,83,Türkiye,eliminated
4,Çağlar Söyüncü,DF,1.tr Fenerbahçe,"İzmir, Turkey",5/23/1996,30-019,1,7,0,187,79,Türkiye,eliminated
26,Can Uzun,MF,1.de Frankfurt,"Regensburg, Germany",11/11/2005,20-212,2,38,0,186,67,Türkiye,eliminated
11,Kenan Yıldız,MF,1.it Juventus,"Regensburg, Germany",5/4/2005,21-038,3,218,0,185,77,Türkiye,eliminated
16,İsmail Yüksek,MF,1.tr Fenerbahçe,"İznik, Turkey",1/26/1999,27-136,2,139,0,183,74,Türkiye,eliminated
8,Livano Comenencia,MF,1.ch ZÃ¼rich,"Breda, Netherlands",2/3/2004,22,3,233,1,186,78,Curaçao,eliminated
11,Jeremy Antonisse,"FW,MF",1.gr AE Kifisia,"Rosmalen, Netherlands",3/29/2002,24-074,2,75,0,184,72,Curaçao,eliminated
7,Juninho Bacuna,MF,1.nl Volendam,"Groningen, Netherlands",8/7/1997,28-308,3,254,0,185,77,Curaçao,eliminated
10,Leandro Bacuna,MF,2.tr 76 IÄŸdÄ±r Belediyespor,"Groningen, Netherlands",8/21/1991,34-294,3,270,0,187,77,Curaçao,eliminated
23,Riechedly Bazoer,DF,1.tr Konyaspor,"Gemeente Utrecht, Netherlands",10/12/1996,29-242,1,90,0,184,73,Curaçao,eliminated
20,Joshua Brenet,DF,1.tr Kayserispor,"Gemeente Kerkrade, Netherlands",3/20/1994,32-083,2,179,0,181,73,Curaçao,eliminated
21,Tahith Chong,MF,2.eng Sheffield United,"Willemstad, CuraÃ§ao",12/4/1999,26-189,3,247,0,185,74,Curaçao,eliminated
4,Roshon van Eijma,DF,2.nl RKC Waalwijk,"Gemeente Tilburg, Netherlands",6/9/1998,28-002,1,15,0,168,78,Curaçao,eliminated
5,Sherel Floranus,DF,1.nl Zwolle,"Rotterdam, Netherlands",8/23/1998,27-292,3,270,0,181,73,Curaçao,eliminated
24,Deveron Fonville,DF,1.nl NEC Nijmegen,"Gemeente Nieuwegein, Netherlands",5/16/2003,23-026,3,241,0,188,82,Curaçao,eliminated
3,JuriÃ«n Gaari,DF,2.sa Abha,"Gemeente Kerkrade, Netherlands",12/23/1993,32-170,2,166,0,181,73,Curaçao,eliminated
14,Kenji GorrÃ©,"FW,MF",1.il Maccabi Haifa,"Gemeente Spijkenisse, Netherlands",9/29/1994,31-255,1,16,0,178,81,Curaçao,eliminated
12,Sontje Hansen,FW,2.eng Middlesbrough,"Gemeente Hoorn, Netherlands",5/18/2002,24-024,1,45,0,173,69,Curaçao,eliminated
19,Gervane Kastaneer,"FW,MF",1.my Terengganu City,"Rotterdam, Netherlands",6/9/1996,30-002,3,30,0,176,79,Curaçao,eliminated
17,Brandley Kuwas,"FW,MF",1.nl Volendam,"Gemeente Hoorn, Netherlands",9/19/1992,33-265,1,1,0,178,83,Curaçao,eliminated
9,JÃ¼rgen Locadia,FW,2.us Miami FC,"Gemeente Emmen, Netherlands",11/7/1993,32-216,3,235,0,191,84,Curaçao,eliminated
16,Jearl Margaritha,"FW,MF",2.be Beveren,"Groningen, Netherlands",4/10/2000,26-062,2,41,0,181,73,Curaçao,eliminated
13,Tyrese Noslin,MF,1.nl Telstar,"Amsterdam, Netherlands",9/11/2002,23-273,1,14,0,182,76,Curaçao,eliminated
18,Armando Obispo,DF,1.nl PSV,"Boxtel, Netherlands",3/5/1999,27-098,3,270,0,186,78,Curaçao,eliminated
6,Godfried Roemeratoe,MF,2.nl RKC Waalwijk,"Oost-Souburg, Netherlands",8/19/1999,26-296,1,7,0,178,73,Curaçao,eliminated
1,Eloy Room,GK,2.us Miami FC,"Gemeente Nijmegen, Netherlands",2/6/1989,37-125,3,270,0,188,88,Curaçao,eliminated
2,Shurandy Sambo,DF,1.nl Sparta R.,"Geldrop, Netherlands",8/19/2001,24-296,1,1,0,174,69,Curaçao,eliminated
9,Hazem Mastouri,FW,1.ru D. Makhachkala,"Tunis, Tunisia",6/18/1997,28,1,89,1,191,83,Tunisia,eliminated
4,Omar Rekik,DF,1.si NK Maribor,"Gemeente Helmond, Netherlands",12/20/2001,24,2,180,1,186,79,Tunisia,eliminated
2,Ali Abdi,DF,1.fr Nice,"Sfax, Tunisia",12/20/1993,32-173,3,269,0,178,73,Tunisia,eliminated
12,Mortadha Ben Ouanes,"DF,MF",1.tr KasÄ±mpaÅŸa,"Sousse, Tunisia",7/2/1994,31-344,1,23,0,182,78,Tunisia,eliminated
25,Anis Ben Slimane,"MF,FW",2.eng Norwich City,"Copenhagen, Denmark",3/16/2001,25-087,3,240,0,186,86,Tunisia,eliminated
6,Dylan Bronn,DF,1.ch Servette FC,"Cannes, France",6/19/1995,30-357,1,45,0,185,86,Tunisia,eliminated
1,Mouhib Chamakh,GK,1.tn Club Africain,"Medenine, Tunisia",8/25/2001,24-290,1,90,0,192,84,Tunisia,eliminated
19,Firas Chaouat,FW,1.tn Club Africain,"Sfax, Tunisia",5/8/1996,30-034,3,49,0,185,73,Tunisia,eliminated
16,Aymen Dahmen,GK,1.tn Ahly Sfaxien,"Sfax, Tunisia",1/28/1997,29-134,2,180,0,187,81,Tunisia,eliminated
11,IsmaÃ«l Gharbi,MF,1.de Augsburg,"Paris, France",4/10/2004,22-062,3,127,0,173,67,Tunisia,eliminated
21,Mohamed Amine Ben Hamida,DF,1.tn EspÃ©rance Tunis,"Tunis, Tunisia",12/15/1995,30-178,3,202,0,187,71,Tunisia,eliminated
13,Rani Khedira,MF,1.de Union Berlin,"Stuttgart, Germany",1/27/1994,32-135,3,149,0,185,86,Tunisia,eliminated
15,Hadj Mahmoud,MF,1.ch Lugano,"Sousse, Tunisia",4/24/2000,26-048,2,43,0,179,73,Tunisia,eliminated
10,Hannibal Mejbri,MF,1.eng Burnley,"Ivry-sur-Seine, France",1/21/2003,23-141,3,270,0,177,73,Tunisia,eliminated
8,Elias Saad,"MF,FW",2.de Hannover 96,"Hamburg, Germany",12/27/1999,26-166,2,116,0,185,74,Tunisia,eliminated
17,Ellyes Skhiri,"MF,DF",1.de Frankfurt,"Lunel, France",5/10/1995,31-032,3,250,0,184,73,Tunisia,eliminated
3,Montassar Talbi,DF,1.fr Lorient,"Paris, France",5/26/1998,28-016,3,270,0,190,78,Tunisia,eliminated
26,Sebastian Tounekti,FW,1.sct Celtic,"TromsÃ¸, Norway",7/13/2002,23-333,3,84,0,183,73,Tunisia,eliminated
20,Yan Valery,DF,1.ch Young Boys,"Champigny-sur-Marne, France",2/22/1999,27-109,3,251,0,180,84,Tunisia,eliminated
11,Elijah Just,MF,1.sct Motherwell,"Palmerston North, New Zealand",5/1/2000,26,3,264,3,174,68,New Zealand,eliminated
16,Finn Surman,DF,1.us Portland Timbers,"Cardiff, Wales, United Kingdom",9/23/2003,22,3,270,1,190,81,New Zealand,eliminated
6,Joe Bell,MF,1.no Viking,"Bristol, England, United Kingdom",4/27/1999,27-045,3,243,0,182,77,New Zealand,eliminated
4,Tyler Bindon,DF,2.eng Sheffield United,United States,1/27/2005,21-135,3,97,0,190,76,New Zealand,eliminated
5,Michael Boxall,DF,1.us Minnesota Utd,"Auckland, New Zealand",8/18/1988,37-297,3,207,0,188,94,New Zealand,eliminated
13,Liberato Cacace,DF,2.eng Wrexham,"Wellington, New Zealand",9/27/2000,25-257,3,220,0,184,81,New Zealand,eliminated
1,Max Crocombe,GK,2.eng Millwall,"Auckland, New Zealand",8/12/1993,32-303,3,270,0,194,87,New Zealand,eliminated
24,Callan Elliot,DF,1.au Auckland FC,"Dumfries, Scotland, United Kingdom",7/7/1999,26-339,1,13,0,175,68,New Zealand,eliminated
20,Callum McCowatt,MF,1.dk Silkeborg,"Auckland, New Zealand",4/30/1999,27-042,3,159,0,179,73,New Zealand,eliminated
19,Ben Old,MF,2.fr Saint-Ã‰tienne,"Auckland, New Zealand",8/13/2002,23-302,3,93,0,172,66,New Zealand,eliminated
2,Tim Payne,DF,1.au Wellington,"Auckland, New Zealand",1/10/1994,32-152,3,224,0,179,73,New Zealand,eliminated
21,Jesse Randall,MF,1.au Auckland FC,"Wellington, New Zealand",8/19/2002,23-296,3,61,0,176,69,New Zealand,eliminated
10,Sarpreet Singh,MF,1.au Wellington,"Auckland, New Zealand",2/20/1999,27-111,3,209,0,175,71,New Zealand,eliminated
8,Marko Stamenic,MF,2.eng Swansea City,"Wellington, New Zealand",2/19/2002,24-112,3,269,0,188,79,New Zealand,eliminated
23,Ryan Thomas,MF,1.nl Zwolle,"Te Puke, New Zealand",12/20/1994,31-173,3,83,0,174,60,New Zealand,eliminated
3,Francis de Vries,DF,1.au Auckland FC,"Christchurch, New Zealand",11/28/1994,31-195,2,18,0,188,79,New Zealand,eliminated
9,Chris Wood,FW,1.eng Nottingham,"Auckland, New Zealand",12/7/1991,34-186,3,270,0,191,93,New Zealand,eliminated
18,Ayman Hussein,FW,1.iq Al-Karma,"Ḩawījah, Iraq",3/22/1996,30,2,115,1,189,78,Iraq,eliminated
3,Hussein Ali,DF,1.pl Pogoń Szczecin,"Malmö, Sweden",3/1/2002,24-102,2,162,0,180,73,Iraq,eliminated
10,Mohanad Ali,FW,1.ae Dibba Al Fujairah,"Baghdad, Iraq",6/20/2000,25-356,1,13,0,183,76,Iraq,eliminated
16,Amir Al Ammari,MF,1.pl Cracovia,"Jönköping, Sweden",7/27/1997,28-319,3,247,0,182,71,Iraq,eliminated
7,Youssef Amyn,MF,1.cy AEK Larnaca,"Essen, Germany",8/21/2003,22-294,1,31,0,175,68,Iraq,eliminated
22,Ahmed Basil,GK,1.iq Al-Shorta,"Baghdad, Iraq",8/19/1996,29-296,2,135,0,184,79,Iraq,eliminated
8,Ibrahim Bayesh,"MF,FW",1.ae Al Dhafra SCC,"Baghdad, Iraq",5/1/2000,26-041,3,235,0,177,73,Iraq,eliminated
26,Frans Dhia Putros,DF,1.id Persib Bandung,"Århus, Denmark",7/14/1993,32-332,1,90,0,181,78,Iraq,eliminated
23,Merchas Doski,DF,1.cz Viktoria Plzeň,"Hannover, Landeshauptstadt, Germany",12/7/1999,26-186,3,270,0,172,66,Iraq,eliminated
21,Marko Farji,MF,2.it Venezia,"Grimstad, Norway",3/16/2004,22-087,2,54,0,182,78,Iraq,eliminated
9,Ali Al Hamadi,FW,2.eng Ipswich Town,"England, United Kingdom",3/1/2002,24-102,3,180,0,183,81,Iraq,eliminated
5,Akam Hashim,DF,1.iq Al-Zawra'a SC,"Arbil, Iraq",8/16/1998,27-299,3,270,0,184,81,Iraq,eliminated
12,Jalal Hassan,GK,1.iq Al-Zawra'a SC,"Baghdad, Iraq",5/18/1991,35-024,2,135,0,185,83,Iraq,eliminated
14,Zidane Iqbal,MF,1.nl Utrecht,"England, United Kingdom",4/27/2003,23-045,3,188,0,180,71,Iraq,eliminated
24,Zaid Ismail,MF,1.iq Al-Talaba,"Diyālá, Iraq",1/3/2002,24-159,2,117,0,185,73,Iraq,eliminated
17,Ali Jasim,MF,1.sa Al-Najma,"Baghdad, Iraq",1/20/2004,22-142,2,129,0,178,72,Iraq,eliminated
15,Ahmed Maknzi,DF,1.iq Al-Karma,"Baghdad, Iraq",9/24/2001,24-260,1,33,0,180,73,Iraq,eliminated
11,Ahmed Qasem,"MF,FW",1.us Nashville SC,"Motala, Sweden",7/12/2003,22-334,3,123,0,178,72,Iraq,eliminated
25,Mustafa Saadoon,DF,1.iq Al-Shorta,Iraq,5/25/2001,25-017,1,18,0,182,73,Iraq,eliminated
20,Aimar Sher,MF,1.no Sarpsborg 08,"Kirkuk, Iraq",12/20/2002,23-173,1,23,0,175,64,Iraq,eliminated
2,Rebin Sulaka,DF,1.th Port FC,"‘Aynkāwah, Iraq",4/12/1992,34-060,2,43,0,192,83,Iraq,eliminated
9,Ali Olwan,MF,1.qa Al-Sailiya SC,"Amman, Jordan",3/26/2000,26,3,268,1,178,81,Jordan,eliminated
21,Nizar Al Rashdan,MF,1.qa Qatar SC,"Irbid, Jordan",3/23/1999,27,3,255,1,178,76,Jordan,eliminated
10,Musa Al-Taamari,FW,1.fr Rennes,"Amman, Jordan",6/10/1997,29,3,215,1,178,74,Jordan,eliminated
4,Husam Abu Dahab,DF,1.kw Al-Salmiya SC,"Amman, Jordan",5/13/2000,26-029,2,178,0,185,78,Jordan,eliminated
2,Mohammad Abu Hasheesh,DF,1.iq Al-Karma,Iraq,5/9/1995,31-033,1,6,0,182,73,Jordan,eliminated
20,Mohannad Abu Taha,DF,1.iq Al-Quwa Al-Jawiya,"Amman, Jordan",2/2/2003,23-129,3,264,0,173,76,Jordan,eliminated
16,Mo Abualnadi,DF,1.my Selangor FA,"Overland Park, KS, United States",2/8/2001,25-123,1,71,0,185,78,Jordan,eliminated
1,Yazeed Abulaila,GK,1.jo Al-Hussein SC,"Amman, Jordan",1/8/1993,33-154,3,270,0,190,87,Jordan,eliminated
5,Yazan Al-Arab,DF,1.kr FC Seoul,"Russeifa, Jordan",1/31/1996,30-131,3,270,0,181,87,Jordan,eliminated
24,Ali Azaizeh,MF,1.sa Al-Shabab,Germany,4/13/2004,22-059,3,54,0,179,72,Jordan,eliminated
25,Mohammad Al-Dawud,"FW,MF",1.jo Al-Wehdat SC,"Ar Ramthā, Jordan",4/12/1992,34-060,1,3,0,185,72,Jordan,eliminated
11,Odeh Al-Fakhouri,"MF,FW",1.eg Pyramids FC,"Amman, Jordan",11/22/2005,20-201,3,148,0,180,68,Jordan,eliminated
23,Ihsan Haddad,DF,1.jo Al-Hussein SC,"Irbid, Jordan",2/5/1994,32-126,3,260,0,178,76,Jordan,eliminated
6,Amer Jamous,MF,1.iq Al-Zawra'a SC,"Saḩāb, Jordan",7/3/2002,23-343,1,15,0,177,76,Jordan,eliminated
13,Mahmoud Al-Mardi,MF,1.jo Al-Hussein SC,"Aqaba, Jordan",10/6/1993,32-248,3,130,0,180,73,Jordan,eliminated
3,Abdallah Nasib,DF,1.iq Al-Zawra'a SC,"Aqaba, Jordan",2/25/1994,32-106,3,260,0,191,78,Jordan,eliminated
17,Salim Obaid,DF,1.jo Al-Hussein SC,"Amman, Jordan",1/17/1992,34-145,3,21,0,187,82,Jordan,eliminated
8,Noor Al Rawabdeh,MF,1.my Selangor FA,"Amman, Jordan",2/24/1997,29-107,3,270,0,178,74,Jordan,eliminated
19,Saed Al-Rosan,DF,1.jo Al-Hussein SC,"Irbid, Jordan",2/1/1997,29-130,1,10,0,179,78,Jordan,eliminated
22,Abbosbek Fayzullayev,MF,1.tr Başakşehir,"Sirdaryo, Uzbekistan",10/3/2003,22,3,220,1,172,60,Uzbekistan,eliminated
14,Eldor Shomurodov,FW,1.tr Başakşehir,"Jarqo‘rg‘on, Uzbekistan",6/29/1995,30,3,269,1,190,78,Uzbekistan,eliminated
18,Abdulla Abdullaev,DF,1.ae Dibba Al Fujairah,"Qo‘rg‘ontepa, Uzbekistan",9/1/1997,28-283,2,180,0,178,68,Uzbekistan,eliminated
3,Khojiakbar Alijonov,MF,1.uz Pakhtakor Tashkent FK,"Toshkent, Uzbekistan",4/19/1997,29-053,2,135,0,177,68,Uzbekistan,eliminated
20,Azizbek Amonov,FW,1.uz FK Bukhara Nurafshon,"Zarafshon, Uzbekistan",10/30/1997,28-224,1,14,0,174,73,Uzbekistan,eliminated
5,Rustam Ashurmatov,DF,1.ir Esteghlal,"Qo‘qon, Uzbekistan",7/7/1996,29-339,3,256,0,182,83,Uzbekistan,eliminated
9,Odiljon Hamrobekov,MF,1.ir Tractor,"Namingan, Uzbekistan",2/13/1996,30-118,2,77,0,178,78,Uzbekistan,eliminated
8,Jamshid Iskanderov,"FW,MF",1.uz Neftchi FK,"Tashkent, Uzbekistan",10/16/1993,32-238,1,9,0,168,63,Uzbekistan,eliminated
10,Ruslanbek Jiyanov,FW,1.uz Navbahor,"Tashkent, Uzbekistan",6/5/2001,25-006,1,1,0,170,67,Uzbekistan,eliminated
24,Bekhruz Karimov,DF,1.uz FC Surkhon,"Namangan, Uzbekistan",8/7/2007,18-308,2,179,0,172,68,Uzbekistan,eliminated
17,Dostonbek Khamdamov,MF,1.uz Pakhtakor Tashkent FK,"Bekobod, Uzbekistan",7/24/1996,29-322,2,103,0,178,67,Uzbekistan,eliminated
2,Abdukodir Khusanov,DF,1.eng Manchester City,"Toshkent, Uzbekistan",2/29/2004,22-102,3,270,0,187,83,Uzbekistan,eliminated
6,Akmal Mozgovoy,MF,1.uz Pakhtakor Tashkent FK,"Qarshi, Uzbekistan",4/2/1999,27-070,3,216,0,180,73,Uzbekistan,eliminated
13,Sherzod Nasrullaev,"DF,MF",1.uz FC Nasaf,"Koson, Uzbekistan",7/23/1998,27-323,3,180,0,180,69,Uzbekistan,eliminated
12,Abduvohid Nematov,GK,1.uz FC Nasaf,"Jizzax, Uzbekistan",3/20/2001,25-083,2,180,0,182,78,Uzbekistan,eliminated
4,Farrukh Sayfiev,"DF,MF",1.uz Neftchi FK,"Samarkand, Uzbekistan",1/17/1991,35-145,1,45,0,183,73,Uzbekistan,eliminated
21,Igor Sergeev,FW,1.ir Persepolis,"Tashkent, Uzbekistan",4/30/1993,33-042,3,28,0,181,78,Uzbekistan,eliminated
7,Otabek Shukurov,MF,1.ae Baniyas FC,"Chiroqchi, Uzbekistan",6/22/1996,29-354,3,237,0,182,73,Uzbekistan,eliminated
26,Jakhongir Urozov,DF,1.uz FK Dinamo Samarqand,"Zomin, Uzbekistan",1/18/2004,22-144,2,95,0,190,83,Uzbekistan,eliminated
11,Oston Urunov,MF,1.ir Persepolis,"Navoiy, Uzbekistan",12/19/2000,25-174,2,63,0,181,83,Uzbekistan,eliminated
1,Utkir Yusupov,GK,1.uz Navbahor,"Sayramsu, Kazakhstan",1/4/1991,35-158,1,90,0,185,83,Uzbekistan,eliminated
23,Michael Amir Murillo,"DF,MF",1.tr BeÅŸiktaÅŸ,"Ciudad de PanamÃ¡, Panama",2/11/1996,30-120,3,270,0,183,78,Panama,eliminated
