Rank,Player,Position,Squad,Age,Born,90s,Tackles,Interceptions (Int),Tournament Stage,Interceptions per 90 mins,Eligible Defender,FBref Player ID,,,,,
963,Enner Valencia,FW,Ecuador,36,1989,3.2,1,0,Knockout,0,No,fb485406,,,,,
964,Yan Valery,DF,Tunisia,27,1999,2.8,1,4,Group Stage Eliminated,1.428571429,Yes,531a4aa8,,,,,
965,Federico Valverde,MF,Uruguay,27,1998,2.6,2,3,Group Stage Eliminated,1.153846154,No,0959c2a2,,,,,
966,Virgil van Dijk,DF,Netherlands,34,1991,4.3,1,3,Knockout,0.697674419,Yes,e06683ca,,,,,
967,Hans Vanaken,MF,Belgium,33,1992,3.5,1,1,Knockout,0.285714286,No,392a7aea,,,,,
968,Guillermo Varela,DF,Uruguay,33,1993,3,1,7,Group Stage Eliminated,2.333333333,Yes,5c961282,,,,,
969,Hélio Varela,FW,Cabo Verde,24,2002,1.2,0,0,Knockout,0,No,91c99fec,,,,,
970,Camilo Vargas,GK,Colombia,37,1989,5.3,0,0,Knockout,0,No,004e3d0f,,,,,
971,Obed Vargas,MF,Mexico,20,2005,0.7,2,1,Knockout,1.428571429,No,9cc1fde4,,,,,
972,Ruben Vargas,MF,Switzerland,27,1998,3.2,2,2,Knockout,0.625,No,6ecbddf6,,,,,
973,Nikola Vasilj,GK,Bosnia-Herz,30,1995,4,0,0,Knockout,0,No,f038585f,,,,,
974,Johan Vásquez,DF,Mexico,27,1998,4,1,2,Knockout,0.5,Yes,5eaed77a,,,,,
975,Alexis Vega,FWMF,Mexico,28,1997,0.1,0,0,Knockout,0,No,f40f4c38,,,,,
976,Renato Veiga,DF,Portugal,22,2003,5,1,6,Knockout,1.2,Yes,fc8fcbd1,,,,,
977,Gustavo Velásquez,DF,Paraguay,35,1991,2.7,1,1,Knockout,0.37037037,Yes,b99b4cf5,,,,,
978,Nishan Velupillay,MF,Australia,25,2001,0.8,1,0,Knockout,0,No,40cb6b33,,,,,
979,Micky van de Ven,DFMF,Netherlands,25,2001,2.9,3,2,Knockout,0.689655172,Yes,8fe2a392,,,,,
980,Bart Verbruggen,GK,Netherlands,23,2002,4.3,0,0,Knockout,0,No,cf134113,,,,,
981,Matías Viña,DF,Uruguay,28,1997,0.5,0,0,Group Stage Eliminated,0,Yes,08eb3b58,,,,,
982,Federico Viñas,FW,Uruguay,27,1998,2.1,2,1,Group Stage Eliminated,0.476190476,No,d30c7094,,,,,
983,Denis Višinský,FW,Czechia,23,2003,0.6,0,0,Group Stage Eliminated,0,No,d5aac0e9,,,,,
984,Pedro Vite,MF,Ecuador,24,2002,4,11,5,Knockout,1.25,No,9c146b36,,,,,
985,Vitinha,MF,Portugal,26,2000,4.2,0,2,Knockout,0.476190476,No,3b029691,,,,,
986,Nikola Vlaši?,MF,Croatia,28,1997,2.1,2,1,Knockout,0.476190476,No,aa8e289e,,,,,
987,Cristian Volpato,MF,Australia,22,2003,1.8,1,0,Knockout,0,No,72f87f25,,,,,
988,Vozinha,GK,Cabo Verde,40,1986,4.3,0,0,Knockout,0,No,dc04ac24,,,,,
989,Francis de Vries,DF,New Zealand,31,1994,0.2,0,1,Group Stage Eliminated,5,Yes,90a63dda,,,,,
990,Luka Vuškovi?,DF,Croatia,19,2007,0.7,0,1,Knockout,1.428571429,Yes,fd6bdbce,,,,,
991,Elye Wahi,FW,Côte d'Ivoire,23,2003,1.2,1,0,Knockout,0,No,0d7b6576,,,,,
992,Aaron Wan-Bissaka,DF,Congo DR,28,1997,3.9,4,7,Knockout,1.794871795,Yes,9e525177,,,,,
993,Paul Wanner,MF,Austria,20,2005,2.6,1,2,Knockout,0.769230769,No,cb64672e,,,,,
994,Tsuyoshi Watanabe,DF,Japan,29,1997,1,2,0,Knockout,0,Yes,d5f5955a,,,,,
995,Cecilio Waterman,FW,Panama,35,1991,0.8,0,0,Group Stage Eliminated,0,No,ddd5637f,,,,,
996,Ollie Watkins,FWMF,England,30,1995,0.6,1,0,Knockout,0,No,aed3a70f,,,,,
997,Timothy Weah,MF,USA,26,2000,0.8,0,0,Knockout,0,No,8eec784d,,,,,
998,Wout Weghorst,FW,Netherlands,33,1992,0.6,1,0,Knockout,0,No,c4e87b8b,,,,,
999,Jacob Widell Zetterström,GK,Sweden,27,1998,2,0,0,Knockout,0,No,ac5120d8,,,,,
1000,Silvan Widmer,DF,Switzerland,33,1993,1.9,4,1,Knockout,0.526315789,Yes,f68b64fc,,,,,
1001,Iñaki Williams,MFFW,Ghana,31,1994,1.4,0,1,Knockout,0.714285714,No,6a99e0b1,,,,,
1002,Nico Williams,MF,Spain,23,2002,1.3,1,1,Knockout,0.769230769,No,afdc14d7,,,,,
1003,Ronwen Williams,GK,South Africa,34,1992,4,0,1,Knockout,0.25,No,a66cc153,,,,,
1004,Patrick Wimmer,FWMF,Austria,25,2001,0.2,0,2,Knockout,10,No,cb11b429,,,,,
1005,Florian Wirtz,MF,Germany,23,2003,4,6,2,Knockout,0.5,No,e7fcf289,,,,,
1006,Yoane Wissa,FW,Congo DR,29,1996,4,1,0,Knockout,0,No,2500cef9,,,,,
1007,Axel Witsel,DFMF,Belgium,37,1989,0.4,0,0,Knockout,0,Yes,5dfc6ad5,,,,,
1008,Nick Woltemade,FWMF,Germany,24,2002,0.4,1,0,Knockout,0,No,7ca196eb,,,,,
1009,Chris Wood,FW,New Zealand,34,1991,3,1,0,Group Stage Eliminated,0,No,4e9a0555,,,,,
1010,Haji Wright,FWMF,USA,28,1998,0,0,0,Knockout,,No,91cd37b7,,,,,
1011,Granit Xhaka,MF,Switzerland,33,1992,6.7,4,4,Knockout,0.597014925,No,e61b8aee,,,,,
1012,Kevin Yakob,MF,Iraq,25,2000,0.3,0,1,Group Stage Eliminated,3.333333333,No,18d3b8df,,,,,
1013,Lamine Yamal,MFFW,Spain,18,2007,6.8,9,2,Knockout,0.294117647,No,82ec26c1,,,,,
1014,Yannick,MF,Cabo Verde,30,1995,0.4,1,2,Knockout,5,No,6246aa55,,,,,
1015,Gessime Yassine,MF,Morocco,20,2005,0.9,2,1,Knockout,1.111111111,No,f5ccae19,,,,,
1016,John Yeboah,MF,Ecuador,25,2000,3.5,3,3,Knockout,0.857142857,No,8dfdc6c3,,,,,
1017,Tete Yengi,FW,Australia,25,2000,0.3,2,0,Knockout,0,No,1c215c70,,,,,
1018,Kenan Y?ld?z,MF,Türkiye,21,2005,2.4,2,1,Group Stage Eliminated,0.416666667,No,d8cda243,,,,,
1019,Caleb Yirenkyi,MF,Ghana,20,2006,2.9,1,3,Knockout,1.034482759,No,d40ce7b0,,,,,
1020,Seol Young-woo,MF,Korea Republic,27,1998,2.8,0,1,Group Stage Eliminated,0.357142857,No,8e577e1d,,,,,
1021,Manaf Younis,DF,Iraq,29,1996,0.8,1,1,Group Stage Eliminated,1.25,Yes,b798826e,,,,,
1022,Aria Yousefi,MF,IR Iran,24,2002,0.5,0,1,Group Stage Eliminated,2,No,fd069512,,,,,
1023,Ali Yousif,FW,Iraq,30,1996,0.4,1,0,Group Stage Eliminated,0,No,943fd50a,,,,,
1024,?smail Yüksek,MF,Türkiye,27,1999,1.5,5,2,Group Stage Eliminated,1.333333333,No,6c5af908,,,,,
1025,Utkir Yusupov,GK,Uzbekistan,35,1991,1,0,0,Group Stage Eliminated,0,No,31caffaf,,,,,
1026,Warren Zaïre-Emery,MF,France,20,2006,1.2,0,1,Knockout,0.833333333,No,6b9960cf,,,,,
1027,Denis Zakaria,DF,Switzerland,29,1996,4,5,9,Knockout,2.25,Yes,384d58d9,,,,,
1028,Jaroslav Zelený,MF,Czechia,33,1992,1.4,0,0,Group Stage Eliminated,0,No,bc647827,,,,,
1029,Alejandro Zendejas,FWMF,USA,28,1998,0.2,1,0,Knockout,0,No,d717b80e,,,,,
1030,Besfort Zeneli,MF,Sweden,23,2002,0.7,0,1,Knockout,1.428571429,No,6be253bf,,,,,
1031,Ramiz Zerrouki,MF,Algeria,28,1998,1.2,1,2,Knockout,1.666666667,No,c762b1a6,,,,,
1032,Luca Zidane,GK,Algeria,28,1998,3,0,0,Knockout,0,No,c818c4d9,,,,,
1033,Mostafa Ziko,FWMF,Egypt,29,1997,4.1,4,2,Knockout,0.487804878,No,68ff8437,,,,,
1034,David Zima,DF,Czechia,25,2000,0.1,0,0,Group Stage Eliminated,0,Yes,acf7e795,,,,,
1035,Zizo,MF,Egypt,30,1996,0.6,1,0,Knockout,0,No,c6415ba9,,,,,
1036,Martín Zubimendi,MF,Spain,27,1999,0.2,0,1,Knockout,5,No,3ee0dd59,,,,,
1037,Themba Zwane,FWMF,South Africa,36,1989,0.3,0,0,Knockout,0,No,c6f21aa8,,,,,
1038,Martin Ødegaard,MF,Norway,27,1998,5.2,4,3,Knockout,0.576923077,No,79300479,,,,,
1039,Leo Østigård,DF,Norway,26,1999,1.6,3,1,Knockout,0.625,Yes,b35a7399,,,,,
